JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 14742.000,  1116.316,   298.057,     4.277,     0.005,     0.000,     0.000,     0.250,   122.497,  1455.700,     1.000,     0.000,     8.074,  -178.741,     0.000,   327.227,   399.401,    97.584,     8.983,     0.000,         0.000,
 14743.000,  1052.857,   297.833,     4.291,     0.005,     0.000,     0.000,     0.250,   122.273,  1455.700,     1.000,     0.000,     8.123,  -212.183,     0.000,   302.757,   400.073,   103.638,    11.229,     0.000,         0.000,
 14744.000,  1070.660,   297.613,     4.312,     0.005,     0.000,     0.000,     0.250,   122.053,  1455.700,     1.000,     0.000,     8.254,  -214.066,     0.000,   313.176,   401.643,   118.905,     6.693,     0.000,         0.000,
 14745.000,   929.673,   297.402,     4.315,     0.005,     0.000,     0.000,     0.250,   121.842,  1455.700,     1.000,     0.000,     8.359,  -253.145,     0.000,   305.489,   402.729,   143.200,    12.705,     0.000,         0.000,
 14746.000,  1074.916,   297.215,     4.329,     0.005,     0.000,     0.000,     0.250,   121.655,  1455.700,     1.000,     0.000,     8.438,  -214.880,     0.000,   317.522,   403.449,   121.242,     7.711,     0.000,         0.000,
 14747.000,   953.627,   296.989,     4.330,     0.006,     0.000,     0.000,     0.250,   121.429,  1446.800,     1.000,     0.000,     8.418,  -192.734,     0.000,   332.329,   403.015,   122.059,    -0.010,     0.000,         0.000,
 14748.000,   964.902,   296.787,     4.333,     0.005,     0.000,     0.000,     0.250,   121.227,  1446.800,     1.000,     0.000,     8.503,  -222.473,     0.000,   312.105,   401.501,   122.466,    10.610,     0.000,         0.000,
 14749.000,   982.785,   296.631,     4.338,     0.005,     0.000,     0.000,     0.250,   121.071,  1446.800,     1.000,     0.000,     8.531,  -207.700,     0.000,   329.491,   400.511,   109.774,    26.906,     0.000,         0.000,
 14750.000,   927.788,   296.523,     4.341,     0.005,     0.000,     0.000,     0.250,   120.963,  1446.800,     1.000,     0.000,     8.518,  -264.507,     0.000,   316.152,   397.442,   129.666,    53.551,     0.000,         0.000,
 14751.000,   970.644,   296.382,     4.356,     0.006,     0.000,     0.000,     0.250,   120.822,  1446.800,     1.000,     0.000,     8.670,  -207.363,     0.000,   304.489,   395.916,    82.878,    33.059,     0.000,         0.000,
 14752.000,   895.553,   296.390,     4.364,     0.006,     0.000,     0.000,     0.250,   120.830,  1446.800,     1.000,     0.000,     8.662,  -185.531,     0.000,   320.797,   395.199,    84.272,    26.857,     0.000,         0.000,
 14753.000,   901.546,   296.621,     4.382,     0.005,     0.000,     0.000,     0.250,   121.061,  1446.800,     1.000,     0.000,     8.777,  -191.520,     0.000,   301.157,   394.119,    69.258,    29.301,     0.000,         0.000,
 14754.000,   936.758,   296.771,     4.369,     0.006,     0.000,     0.000,     0.250,   121.211,  1446.800,     1.000,     0.000,     8.808,  -238.409,     0.000,   283.661,   393.484,    98.945,    29.641,     0.000,         0.000,
 14755.000,   552.789,   296.783,     4.380,     0.005,     0.000,     0.000,     0.250,   121.223,  1446.800,     1.000,     0.000,     8.976,  -192.831,     0.000,   304.994,   393.295,    84.301,    20.228,     0.000,         0.000,
 14756.000,  1167.062,   296.817,     4.391,     0.005,     0.000,     0.000,     0.250,   121.257,  1446.800,     1.000,     0.000,     8.945,  -170.005,     0.000,   325.901,   392.667,    75.892,    27.346,     0.000,         0.000,
 14757.000,   977.003,   297.238,     4.397,     0.005,     0.000,     0.000,     0.250,   121.678,  1455.700,     1.000,     0.000,     9.024,  -160.363,     0.000,   326.695,   391.294,    65.495,    30.269,     0.000,         0.000,
 14758.000,   854.764,   297.961,     4.399,     0.005,     0.000,     0.000,     0.250,   122.401,  1455.700,     1.000,     0.000,     9.128,  -134.689,     0.000,   320.785,   390.627,    45.170,    19.678,     0.000,         0.000,
 14759.000,   941.392,   298.547,     4.423,     0.003,     0.000,     0.000,     0.250,   122.987,  1455.700,     1.000,     0.000,     9.189,  -142.042,     0.000,   315.537,   390.917,    52.742,    13.921,     0.000,         0.000,
