JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 22799.000,   281.435,   322.615,     7.702,     0.004,     0.000,     0.000,     0.250,   147.055,  1765.900,     1.000,     0.000,     9.082,  -134.936,     0.000,   369.193,   415.761,   107.139,   -18.771,     0.000,         0.000,
 22800.000,   912.590,   322.502,     7.732,     0.004,     0.000,     0.000,     0.250,   146.942,  1741.000,     1.000,     0.000,     9.107,  -147.773,     0.000,   369.354,   410.150,   116.909,    -9.932,     0.000,         0.000,
 22801.000,   974.420,   322.386,     7.729,     0.004,     0.000,     0.000,     0.250,   146.826,  1741.000,     1.000,     0.000,     9.090,  -114.012,     0.000,   370.390,   404.153,    77.710,     2.539,     0.000,         0.000,
 22802.000,   983.237,   322.290,     7.687,     0.004,     0.000,     0.000,     0.250,   146.730,  1741.000,     1.000,     0.000,     9.158,  -271.771,     0.000,   279.875,   403.078,   106.813,    41.755,     0.000,         0.000,
 22803.000,   584.881,   322.202,     7.681,     0.004,     0.000,     0.000,     0.250,   146.642,  1741.000,     1.000,     0.000,     9.126,  -260.937,     0.000,   289.401,   404.522,   113.860,    31.956,     0.000,         0.000,
 22804.000,   951.691,   322.132,     7.703,     0.004,     0.000,     0.000,     0.250,   146.572,  1741.000,     1.000,     0.000,     9.223,  -200.858,     0.000,   321.877,   406.831,   103.051,    12.853,     0.000,         0.000,
 22805.000,   722.830,   322.029,     7.727,     0.004,     0.000,     0.000,     0.250,   146.469,  1741.000,     1.000,     0.000,     9.273,  -219.793,     0.000,   309.877,   406.245,   107.165,    16.260,     0.000,         0.000,
 22806.000,   947.369,   321.887,     7.744,     0.004,     0.000,     0.000,     0.250,   146.327,  1741.000,     1.000,     0.000,     9.245,  -269.119,     0.000,   293.033,   405.498,   131.935,    24.720,     0.000,         0.000,
 22807.000,   786.028,   321.760,     7.722,     0.004,     0.000,     0.000,     0.250,   146.200,  1741.000,     1.000,     0.000,     9.474,  -283.780,     0.000,   311.115,   407.218,   172.534,    15.143,     0.000,         0.000,
 22808.000,   817.710,   321.647,     7.697,     0.004,     0.000,     0.000,     0.250,   146.087,  1741.000,     1.000,     0.000,     9.485,  -219.632,     0.000,   340.463,   410.097,   157.472,    -7.474,     0.000,         0.000,
