$2/1/1990-8/29/2024 SHA outflow (historical),,,,,
,,,,,
JDAY,QOUT,QOUT,QOUT,QOUT,QOUT
15088,92.2,0.0,0.0,0.0,0.0
15089,63.8,0.0,0.0,0.0,0.0
15090,91.9,0.0,0.0,0.0,0.0
15091,103.1,0.0,0.0,0.0,0.0
15092,103.1,0.0,0.0,0.0,0.0
15093,143.8,0.0,0.0,0.0,0.0
15094,143.8,0.0,0.0,0.0,0.0
15095,148.0,0.0,0.0,0.0,0.0
15096,168.0,0.0,0.0,0.0,0.0
15097,180.1,0.0,0.0,0.0,0.0
15098,236.1,0.0,0.0,0.0,0.0
15099,236.1,0.0,0.0,0.0,0.0
15100,241.5,0.0,0.0,0.0,0.0
15101,241.5,0.0,0.0,0.0,0.0
15102,233.9,0.0,0.0,0.0,0.0
15103,229.0,0.0,0.0,0.0,0.0
15104,222.7,0.0,0.0,0.0,0.0
15105,212.8,0.0,0.0,0.0,0.0
15106,212.8,0.0,0.0,0.0,0.0
15107,229.5,0.0,0.0,0.0,0.0
15108,229.5,0.0,0.0,0.0,0.0
15109,228.8,0.0,0.0,0.0,0.0
15110,219.8,0.0,0.0,0.0,0.0
15111,203.4,0.0,0.0,0.0,0.0
15112,206.3,0.0,0.0,0.0,0.0
15113,206.3,0.0,0.0,0.0,0.0
15114,187.5,0.0,0.0,0.0,0.0
15115,187.5,0.0,0.0,0.0,0.0
15116,181.0,0.0,0.0,0.0,0.0
15117,181.4,0.0,0.0,0.0,0.0
15118,186.7,0.0,0.0,0.0,0.0
15119,181.9,0.0,0.0,0.0,0.0
15120,181.9,0.0,0.0,0.0,0.0
15121,181.9,0.0,0.0,0.0,0.0
15122,209.5,0.0,0.0,0.0,0.0
15123,209.5,0.0,0.0,0.0,0.0
15124,217.5,0.0,0.0,0.0,0.0
15125,244.3,0.0,0.0,0.0,0.0
15126,219.6,0.0,0.0,0.0,0.0
15127,219.6,0.0,0.0,0.0,0.0
15128,205.0,0.0,0.0,0.0,0.0
15129,205.0,0.0,0.0,0.0,0.0
15130,210.2,0.0,0.0,0.0,0.0
15131,221.6,0.0,0.0,0.0,0.0
15132,200.0,0.0,0.0,0.0,0.0
15133,217.2,0.0,0.0,0.0,0.0
15134,230.7,0.0,0.0,0.0,0.0
15135,218.4,0.0,0.0,0.0,0.0
15136,218.4,0.0,0.0,0.0,0.0
15137,237.6,0.0,0.0,0.0,0.0
15138,230.8,0.0,0.0,0.0,0.0
15139,231.2,0.0,0.0,0.0,0.0
15140,232.3,0.0,0.0,0.0,0.0
15141,232.3,0.0,0.0,0.0,0.0
15142,215.2,0.0,0.0,0.0,0.0
15143,215.2,0.0,0.0,0.0,0.0
15144,215.4,0.0,0.0,0.0,0.0
15145,218.4,0.0,0.0,0.0,0.0
15146,242.7,0.0,0.0,0.0,0.0
15147,200.2,0.0,0.0,0.0,0.0
15148,243.6,0.0,0.0,0.0,0.0
15149,230.7,0.0,0.0,0.0,0.0
15150,251.5,0.0,0.0,0.0,0.0
15151,226.5,0.0,0.0,0.0,0.0
15152,222.4,0.0,0.0,0.0,0.0
15153,211.7,0.0,0.0,0.0,0.0
15154,203.2,0.0,0.0,0.0,0.0
15155,216.6,0.0,0.0,0.0,0.0
15156,205.4,0.0,0.0,0.0,0.0
15157,214.6,0.0,0.0,0.0,0.0
15158,249.9,0.0,0.0,0.0,0.0
15159,215.6,0.0,0.0,0.0,0.0
15160,211.7,0.0,0.0,0.0,0.0
15161,211.7,0.0,0.0,0.0,0.0
15162,209.3,0.0,0.0,0.0,0.0
15163,213.4,0.0,0.0,0.0,0.0
15164,213.4,0.0,0.0,0.0,0.0
15165,217.5,0.0,0.0,0.0,0.0
15166,228.2,0.0,0.0,0.0,0.0
15167,225.6,0.0,0.0,0.0,0.0
15168,213.2,0.0,0.0,0.0,0.0
15169,224.7,0.0,0.0,0.0,0.0
15170,219.4,0.0,0.0,0.0,0.0
15171,233.0,0.0,0.0,0.0,0.0
